price_1+price_2+name_1+name_2+prod_url_1+prod_url_2+artist_id_1+artist_id_2+image_url_1+image_url_2
27.3+50.0+Restaurant 3D Model+Exotic Restaurant with Floral Carpet 3D Model+https://www.cgtrader.com/3d-models/interior/office/restaurant--43+https://www.cgtrader.com/3d-models/interior/office/exotic-restaurant-with-floral-carpet+1+2+https://img1.cgtrader.com/items/24548/9a91f86501/large/restaurant-3d-model-max.jpg+https://img-new.cgtrader.com/items/67784/9e1d895563/large/exotic-restaurant-with-floral-carpet-3d-model-max.jpg
27.3+50.0+Lobby 3D Model+Luxurious Club Lobby 3D Model+https://www.cgtrader.com/3d-models/interior/other/lobby--37+https://www.cgtrader.com/3d-models/interior/hall/luxurious-club-lobby+1+2+https://img2.cgtrader.com/items/24199/91587e484a/large/lobby-3d-model-max.jpg+https://img1.cgtrader.com/items/69381/02ee6facb8/large/luxurious-club-lobby-3d-model-max.jpg
140.0+50.0+Restaurants Collection 10 3D models 3D Model+Luxury Restaurant with Fancy Ceiling Decor 3D Model+https://www.cgtrader.com/3d-models/exterior/other/restaurants-collection-10-3d-models+https://www.cgtrader.com/3d-models/interior/office/luxury-restaurant-with-fancy-ceiling-decor+1+2+https://img2.cgtrader.com/items/22092/e77f1ce6bc/large/restaurants-collection-10-3d-models-3d-model-max.jpg+https://img-new.cgtrader.com/items/67686/393134ef68/large/luxury-restaurant-with-fancy-ceiling-decor-3d-model-max.jpg
140.0+50.0+Collection Mixed Interior Collection 3D Model+Spacious and Luxurious Restaurant 3D Model+https://www.cgtrader.com/3d-models/interior/other/collection-mixed-interior-collection--7+https://www.cgtrader.com/3d-models/interior/office/spacious-and-luxurious-restaurant--2+1+2+https://img2.cgtrader.com/items/43200/3ec0fd20b0/large/collection-mixed-interior-collection-3d-model-max.jpg+https://img1.cgtrader.com/items/67672/cba114fa4f/large/spacious-and-luxurious-restaurant-3d-model-max.jpg
50.0+98.0+Luxurious Street Structure 3D Model+3d building 348 3D Model+https://www.cgtrader.com/3d-models/exterior/street/luxurious-street-structure+https://www.cgtrader.com/3d-models/exterior/cityscape/3d-building-348+6+4+https://img1.cgtrader.com/items/120458/ca941ec141/large/exhibition-area-6x9-3dmax2009-2522-3d-model-max.jpg+https://img-new.cgtrader.com/items/106054/e591f8dbee/large/exhibition-meter-6x9-3dmax2009-12-3d-model-rigged-max.jpg
27.3+50.0+Interior of furniture shop 3D Model+Store with Large Chandeliers 3D Model+https://www.cgtrader.com/3d-models/interior/office/interior-of-furniture-shop+https://www.cgtrader.com/3d-models/interior/office/store-with-large-chandeliers+1+2+https://img1.cgtrader.com/items/19859/ee29592cd7/large/interior-of-furniture-shop-3d-model-max.jpg+https://img-new.cgtrader.com/items/69233/d2d239d256/large/store-with-large-chandeliers-3d-model-max.jpg
30.0+48.0+Luxurious Apartment Hotel 3D Model+Broad Office Space with Ceiling Decorations 3D Model+https://www.cgtrader.com/3d-models/exterior/house/luxurious-apartment-hotel+https://www.cgtrader.com/3d-models/interior/office/broad-office-space-with-ceiling-decorations+6+5+https://img-new.cgtrader.com/items/59745/e2548048fc/large/old-city-shopping-district-825-3d-models-3d-model-max.jpg+https://img-new.cgtrader.com/items/59331/c72b01e47b/large/3d-building-824-3d-model-max.jpg
27.3+50.0+Luxurious restaurant prepared for ball 3D Model+Fully Carpeted Restaurant with Classy Chandeliers 3D Model+https://www.cgtrader.com/3d-models/interior/other/luxurious-restaurant-prepared-for-ball+https://www.cgtrader.com/3d-models/interior/office/fully-carpeted-restaurant-with-classy-chandeliers+1+2+https://img1.cgtrader.com/items/19946/4f303bf544/large/luxurious-restaurant-prepared-for-ball-3d-model-max.jpg+https://img2.cgtrader.com/items/67843/96bdaae814/large/fully-carpeted-restaurant-with-classy-chandeliers-3d-model-max.jpg
50.0+140.0+High-end Carpeted Restaurant Structure 3D Model+Collection Mixed Interior Collection 3D Model+https://www.cgtrader.com/3d-models/interior/office/high-end-carpeted-restaurant-structure+https://www.cgtrader.com/3d-models/interior/other/collection-mixed-interior-collection--3+2+1+https://img1.cgtrader.com/items/67931/5dc07166ef/large/high-end-carpeted-restaurant-structure-3d-model-max.jpg+https://img2.cgtrader.com/items/43196/03b8477838/large/collection-mixed-interior-collection-3d-model-max.jpg
98.0+200.0+3d building 701 3D Model+222 Multi Public Building  Collection 3D Model+https://www.cgtrader.com/3d-models/exterior/cityscape/3d-building-701+https://www.cgtrader.com/3d-models/exterior/cityscape/222-multi-public-building-collection+4+6+https://img1.cgtrader.com/items/140747/9cbd0661c1/large/exhibition-area-15x15-3dmax2009-0025-3d-model-max.jpg+https://img1.cgtrader.com/items/152823/d38aa76c6f/large/exhibition-area-15x153dmax2009-3d-model-max.jpg
50.0+104.3+Aristocratic Guest Room with TV 3D Model+Collection Bedrooms Collection 11 3D models 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/aristocratic-guest-room-with-tv+https://www.cgtrader.com/3d-models/interior/bedroom/collection-bedrooms-collection-11-3d-models+2+1+https://img-new.cgtrader.com/items/68207/db81f8ff7d/large/aristocratic-guest-room-with-tv-3d-model-max.jpg+https://img1.cgtrader.com/items/22065/c0be8c6650/large/collection-bedrooms-collection-11-3d-models-3d-model-max.jpg
10.08+11.81+vases  3D Model+Modern Bathroom 3D Model+https://www.cgtrader.com/3d-models/architectural/decoration/vases-9cfd42ab-33a8-48c5-94dc-c6f5dbd70801+https://www.cgtrader.com/3d-models/interior/bathroom/modern-bathroom--7+24+20+https://img1.cgtrader.com/items/60613/01c5c4447a/large/drawing-room-with-wide-cabinet-3d-model-max.jpg+https://img1.cgtrader.com/items/61800/47fbc3724f/large/living-room-with-designer-wall-and-spotlights-3d-model-max.jpg
140.0+50.0+Collection Modern Hotel Room Collection 3D Model+Corridor with Aristocratic Designer Tiles 3D Model+https://www.cgtrader.com/3d-models/interior/other/collection-modern-hotel-room-collection--9+https://www.cgtrader.com/3d-models/interior/hall/corridor-with-aristocratic-designer-tiles+1+2+https://img2.cgtrader.com/items/43158/16fc8dfb43/large/collection-modern-hotel-room-collection-3d-model-max.jpg+https://img-new.cgtrader.com/items/68217/23a9228f81/large/corridor-with-aristocratic-designer-tiles-3d-model-max.jpg
45.0+27.3+Antechamber with Multiple Tools and Couch 3D Model+Living room 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/antechamber-with-multiple-tools-and-couch+https://www.cgtrader.com/3d-models/interior/living-room/living-room--56+2+1+https://img-new.cgtrader.com/items/69129/06e38d78f6/large/antechamber-with-multiple-tools-and-couch-3d-model-max.jpg+https://img-new.cgtrader.com/items/24228/e29a822a0f/large/living-room-3d-model-max.jpg
140.0+50.0+Collection Mixed Interior Collection 3D Model+Bar with High-end Wall Decor 3D Model+https://www.cgtrader.com/3d-models/interior/other/collection-mixed-interior-collection--6+https://www.cgtrader.com/3d-models/interior/other/bar-with-high-end-wall-decor+1+2+https://img1.cgtrader.com/items/43199/a7385c9028/large/collection-mixed-interior-collection-3d-model-max.jpg+https://img2.cgtrader.com/items/67620/be07dce78e/large/bar-with-high-end-wall-decor-3d-model-max.jpg
140.0+50.0+Corridors and Halls Collection 10 3D models 3D Model+Lobby with Rich Ceiling 3D Model+https://www.cgtrader.com/3d-models/interior/hall/corridors-and-halls-collection-10-3d-models+https://www.cgtrader.com/3d-models/interior/hall/lobby-with-rich-ceiling+1+2+https://img2.cgtrader.com/items/22050/f2ee45459c/large/corridors-and-halls-collection-10-3d-models-3d-model-max.jpg+https://img2.cgtrader.com/items/69023/f6b74609d8/large/lobby-with-rich-ceiling-3d-model-max.jpg
98.0+50.0+3d building 282 3D Model+Exotic Business Skyscraper 3D Model+https://www.cgtrader.com/3d-models/exterior/cityscape/3d-building-282+https://www.cgtrader.com/3d-models/exterior/skyscraper/exotic-business-skyscraper+4+6+https://img-new.cgtrader.com/items/138885/b4bfc5f341/large/exhibition-area-15x7-3dmax2009-2364-3d-model-max.jpg+https://img-new.cgtrader.com/items/152811/c21796802b/large/exhibition-area-15-0x7-0-3dmax2009-23649-3d-model-max.jpg
