artist_id+name+url+list_price+sale_price
6+High RIse Building with Artistic Roof Top 3D Model+https://www.cgtrader.com/3d-models/exterior/skyscraper/high-rise-building-with-artistic-roof-top+60.00+33.60
9+Exhibition area 4X9 3DMAX2009-854 3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-4x9-3dmax2009-854+12.00+6.72
8+Bedroom 095 3D Model+https://www.cgtrader.com/3d-models/interior/bedroom/bedroom-095+16.01+8.97
10+Lobby 035 3D Model+https://www.cgtrader.com/3d-models/interior/hall/lobby-035--4+45.00+24.75
4+Residential winter building complex 005 3D Model+https://www.cgtrader.com/3d-models/exterior/cityscape/residential-winter-building-complex+60.00+33.60
4+3d building 687 3D Model+https://www.cgtrader.com/3d-models/exterior/cityscape/3d-building-687+98.00+54.88
8+Living Room 102 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/living-room-102+20.27+11.35
8+Sunny Luxurious Apartment Photoreal 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/sunny-luxurious-apartment-photoreal+20.27+11.35
6+Cityscape with Buildings and Parking Lot 3D Model+https://www.cgtrader.com/3d-models/exterior/street/cityscape-with-buildings-and-parking-lot+50.00+28.00
10+Bright Drawing Room 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/bright-drawing-room+48.00+26.40
9+Exhibition area 17X14 3DMAX2009  3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-17x14-3dmax2009+12.00+6.72
7+Angle metal strip 39 3D Model+https://www.cgtrader.com/3d-models/architectural/engineering/angle-metal-strip-39+19.50+10.92
8+Living Room Furniture 04-combination Sofa-023 3D Model+https://www.cgtrader.com/3d-models/furniture/furniture-set/living-room-furniture-04-combination-sofa-023+8.00+4.48
11+Ditre Italia Duffle sofa 3D Model+https://www.cgtrader.com/3d-models/furniture/sofa/ditre-italia-duffle-sofa+35.00+19.25
8+Creamy-colored chair 3D Model+https://www.cgtrader.com/3d-models/furniture/chair/creamy-colored-chair+8.00+4.48
9+Exhibition area 6X6 3DMAX2009-2401 3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-6x6-3dmax2009-2401+7.00+3.92
9+Exhibition area 14X11 3DMAX2009-2124 3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-14x11-3dmax2009-2124+16.00+8.96
5+Lobby with Wooden and Glass Walls 3D Model+https://www.cgtrader.com/3d-models/interior/hall/lobby-with-wooden-and-glass-walls+48.00+26.88
7+Green vase 256 3D Model+https://www.cgtrader.com/3d-models/architectural/decoration/green-vase-256+19.50+10.92
8+Modern Living Room 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/modern-living-room--35+20.27+11.35
5+SPA Room with Exquisite Floor and Ceiling 3D Model+https://www.cgtrader.com/3d-models/interior/other/spa-room-with-exquisite-floor-and-ceiling+48.00+26.88
7+Modern statue 77 3D Model+https://www.cgtrader.com/3d-models/architectural/decoration/modern-statue-77+19.50+10.92
9+Luxurious family living room full model design - 08 3D Model+https://www.cgtrader.com/3d-models/interior/office/luxurious-family-living-room-full-model-design-08+12.00+6.72
7+Luxurious Architectural Interior 25 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/luxurious-architectural-interior-25+19.50+10.92
4+Business skyscraper building complex 018 3D Model+https://www.cgtrader.com/3d-models/exterior/skyscraper/business-skyscraper-building-complex+90.00+50.40
10+Attic Dining cum Drawing Space 3D Model+https://www.cgtrader.com/3d-models/interior/other/attic-dining-cum-drawing-space+48.00+26.40
7+Wall decor 299 3D Model+https://www.cgtrader.com/3d-models/architectural/decoration/wall-decor-299+19.50+10.92
11+Merx zeus armchair 3D Model+https://www.cgtrader.com/3d-models/furniture/chair/merx-zeus-armchair+19.00+10.45
8+Furniture Set Living Room collection 3D Model+https://www.cgtrader.com/3d-models/furniture/sofa/furniture-set-living-room-collection--2+74.16+41.53
6+Complex with Tiled Walkway 3D Model+https://www.cgtrader.com/3d-models/exterior/cityscape/complex-with-tiled-walkway+50.00+28.00
9+Exhibition area NSK12X103DMAX2012 3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-nsk12x103dmax2012+18.00+10.08
6+Commercial Complex with Glass Decor 3D Model+https://www.cgtrader.com/3d-models/exterior/office/commercial-complex-with-glass-decor+50.00+28.00
5+Exquisite Guest Bathroom 3D Model+https://www.cgtrader.com/3d-models/interior/bathroom/exquisite-guest-bathroom+48.00+26.88
8+Lobby Hall 3D model collection by fine3d 22318 3D Model+https://www.cgtrader.com/3d-models/interior/hall/lobby-hall-3d-model-collection-by-fine3d-22318+79.49+44.51
11+terzani Etoile Suspension chandelier 3D Model+https://www.cgtrader.com/3d-models/furniture/lamp/terzani-etoile-suspension-chandelier+39.00+21.45
6+Buildings for Hotel Resort 3D Model+https://www.cgtrader.com/3d-models/exterior/other/buildings-for-hotel-resort+50.00+28.00
10+Fully Furnished Bathroom with Bathtub 3D Model+https://www.cgtrader.com/3d-models/interior/bathroom/fully-furnished-bathroom-with-bathtub+48.00+26.40
13+House 3D Model+https://www.cgtrader.com/3d-models/exterior/house/house--16+25.00+13.75
8+Spacious Modern Living Room Furnished In Leather 3D Model+https://www.cgtrader.com/3d-models/interior/living-room/spacious-modern-living-room-furnished-in-leather+20.27+11.35
5+Modern Hotel Lobby with Sofa 3D Model+https://www.cgtrader.com/3d-models/interior/hall/modern-hotel-lobby-with-sofa+48.00+26.88
7+Living room decor 2 3D Model+https://www.cgtrader.com/3d-models/architectural/decoration/living-room-decor-2+19.50+10.92
11+Restoration Hardware Kensington Upholstered U-Chaise Sectional 3D Model+https://www.cgtrader.com/3d-models/furniture/sofa/restoration-hardware-kensington-upholstered-u-chaise-sectional+39.00+21.45
8+Dining Room Photoreal 3D Model+https://www.cgtrader.com/3d-models/interior/other/dining-room-photoreal--2+20.27+11.35
6+Artistic Modern Cityscape 3D Model+https://www.cgtrader.com/3d-models/exterior/cityscape/artistic-modern-cityscape+70.00+39.20
8+Hanging Crystal Lamp 3D Model+https://www.cgtrader.com/3d-models/furniture/lamp/hanging-crystal-lamp--2+8.00+4.48
8+High Reading Lamp 3D Model+https://www.cgtrader.com/3d-models/furniture/lamp/high-reading-lamp+8.00+4.48
8+Chair with blazon-like back 3D Model+https://www.cgtrader.com/3d-models/furniture/chair/chair-with-blazon-like-back+8.00+4.48
8+House Interior Photoreal 3D Model+https://www.cgtrader.com/3d-models/interior/house/house-interior-photoreal+20.27+11.35
9+Exhibition area 6X15 3DMAX2009-2426 3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-6x15-3dmax2009-2426+18.00+10.08
9+Exhibition area 7X9 3DMAX2009-1129 3D Model+https://www.cgtrader.com/3d-models/interior/office/exhibition-area-7x9-3dmax2009-1129+9.00+5.04
